Drone,SerialNumber,DataType,ReferenceSNRLevel,CenterFrequency,SampleRate,IFBandwidth,ScaleFactor,center_frequency_hz,center_frequency_mhz,sample_rate_hz,if_bandwidth_hz,reference_snr_db,scale_factor_numeric,source_xml_path,raw_iq_path
DJI MINI4 PRO,00015,Complex Float,31,2450000000.000,100000000,100000000,60,2450000000.0,2450.0,100000000.0,100000000.0,31.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=20/pack2_0-1s.iq
DJI MINI4 PRO,00015,Complex Float,31,2450000000.000,100000000,100000000,60,2450000000.0,2450.0,100000000.0,100000000.0,31.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=20/pack2_1-2s.iq
DJI MINI4 PRO,00015,Complex Float,31,2450000000.000,100000000,100000000,60,2450000000.0,2450.0,100000000.0,100000000.0,31.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=20/pack2_2-3s.iq
DJI MINI4 PRO,00015,Complex Float,31,2450000000.000,100000000,100000000,60,2450000000.0,2450.0,100000000.0,100000000.0,31.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=20/pack2_3-4s.iq
DJI MINI4 PRO,00015,Complex Float,31,2450000000.000,100000000,100000000,60,2450000000.0,2450.0,100000000.0,100000000.0,31.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=20/pack2_4-5s.iq
DJI MINI4 PRO,00015,Complex Float,31,2450000000.000,100000000,100000000,60,2450000000.0,2450.0,100000000.0,100000000.0,31.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=20/pack2_5-6s.iq
DJI MINI4 PRO,00015,Complex Float,31,2450000000.000,100000000,100000000,60,2450000000.0,2450.0,100000000.0,100000000.0,31.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=20/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/DJI MINI4 PRO.rar!DJI MINI4 PRO/VTSBW=20/pack2_6-7s.iq
FLY SKY EL18,00016,Complex Float,27,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,27.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY EL 18.rar!FLYSKY EL 18/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY EL 18.rar!FLYSKY EL 18/pack1_0-1s.iq
FLY SKY EL18,00016,Complex Float,27,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,27.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY EL 18.rar!FLYSKY EL 18/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY EL 18.rar!FLYSKY EL 18/pack1_1-2s.iq
FLY SKY EL18,00016,Complex Float,27,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,27.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY EL 18.rar!FLYSKY EL 18/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY EL 18.rar!FLYSKY EL 18/pack1_2-3s.iq
FLY SKY EL18,00016,Complex Float,27,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,27.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY EL 18.rar!FLYSKY EL 18/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY EL 18.rar!FLYSKY EL 18/pack1_3-4s.iq
FLY SKY EL18,00016,Complex Float,27,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,27.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY EL 18.rar!FLYSKY EL 18/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY EL 18.rar!FLYSKY EL 18/pack1_4-5s.iq
FLY SKY EL18,00016,Complex Float,27,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,27.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY EL 18.rar!FLYSKY EL 18/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY EL 18.rar!FLYSKY EL 18/pack1_5-6s.iq
FLY SKY EL18,00016,Complex Float,27,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,27.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY EL 18.rar!FLYSKY EL 18/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY EL 18.rar!FLYSKY EL 18/pack1_6-7s.iq
FLY SKY FS I6X,00017,Complex Float,30,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,30.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY FS I6X.rar!FLYSKY FS I6X/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY FS I6X.rar!FLYSKY FS I6X/pack1_0-1s.iq
FLY SKY FS I6X,00017,Complex Float,30,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,30.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY FS I6X.rar!FLYSKY FS I6X/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY FS I6X.rar!FLYSKY FS I6X/pack1_1-2s.iq
FLY SKY FS I6X,00017,Complex Float,30,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,30.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY FS I6X.rar!FLYSKY FS I6X/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY FS I6X.rar!FLYSKY FS I6X/pack1_2-3s.iq
FLY SKY FS I6X,00017,Complex Float,30,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,30.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY FS I6X.rar!FLYSKY FS I6X/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY FS I6X.rar!FLYSKY FS I6X/pack1_3-4s.iq
FLY SKY FS I6X,00017,Complex Float,30,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,30.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY FS I6X.rar!FLYSKY FS I6X/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY FS I6X.rar!FLYSKY FS I6X/pack1_4-5s.iq
FLY SKY FS I6X,00017,Complex Float,30,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,30.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY FS I6X.rar!FLYSKY FS I6X/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY FS I6X.rar!FLYSKY FS I6X/pack1_5-6s.iq
FLYSKY NV I4,00018,Complex Float,33,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,33.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY NV 14.rar!FLYSKY NV 14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY NV 14.rar!FLYSKY NV 14/pack1_0-1s.iq
FLYSKY NV I4,00018,Complex Float,33,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,33.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY NV 14.rar!FLYSKY NV 14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY NV 14.rar!FLYSKY NV 14/pack1_1-2s.iq
FLYSKY NV I4,00018,Complex Float,33,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,33.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY NV 14.rar!FLYSKY NV 14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY NV 14.rar!FLYSKY NV 14/pack1_2-3s.iq
FLYSKY NV I4,00018,Complex Float,33,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,33.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY NV 14.rar!FLYSKY NV 14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY NV 14.rar!FLYSKY NV 14/pack1_3-4s.iq
FLYSKY NV I4,00018,Complex Float,33,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,33.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY NV 14.rar!FLYSKY NV 14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY NV 14.rar!FLYSKY NV 14/pack1_4-5s.iq
FLYSKY NV I4,00018,Complex Float,33,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,33.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY NV 14.rar!FLYSKY NV 14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FLYSKY NV 14.rar!FLYSKY NV 14/pack1_5-6s.iq
FLYSKY X14,00020,Complex Float,42,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,42.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X14.rar!FRSKY X14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X14.rar!FRSKY X14/pack1_0-1s.iq
FLYSKY X14,00020,Complex Float,42,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,42.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X14.rar!FRSKY X14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X14.rar!FRSKY X14/pack1_1-2s.iq
FLYSKY X14,00020,Complex Float,42,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,42.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X14.rar!FRSKY X14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X14.rar!FRSKY X14/pack1_2-3s.iq
FLYSKY X14,00020,Complex Float,42,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,42.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X14.rar!FRSKY X14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X14.rar!FRSKY X14/pack1_3-4s.iq
FLYSKY X14,00020,Complex Float,42,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,42.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X14.rar!FRSKY X14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X14.rar!FRSKY X14/pack1_4-5s.iq
FLYSKY X14,00020,Complex Float,42,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,42.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X14.rar!FRSKY X14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X14.rar!FRSKY X14/pack1_5-6s.iq
FLYSKY X14,00020,Complex Float,42,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,42.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X14.rar!FRSKY X14/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X14.rar!FRSKY X14/pack1_6-7s.iq
FLYSKY X20R,00021,Complex Float,23,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,23.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X20R.rar!FRSKY X20R/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X20R.rar!FRSKY X20R/pack1_0-1s.iq
FLYSKY X20R,00021,Complex Float,23,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,23.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X20R.rar!FRSKY X20R/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X20R.rar!FRSKY X20R/pack1_1-2s.iq
FLYSKY X20R,00021,Complex Float,23,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,23.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X20R.rar!FRSKY X20R/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X20R.rar!FRSKY X20R/pack1_2-3s.iq
FLYSKY X20R,00021,Complex Float,23,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,23.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X20R.rar!FRSKY X20R/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X20R.rar!FRSKY X20R/pack1_3-4s.iq
FLYSKY X20R,00021,Complex Float,23,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,23.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X20R.rar!FRSKY X20R/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X20R.rar!FRSKY X20R/pack1_4-5s.iq
FLYSKY X20R,00021,Complex Float,23,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,23.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X20R.rar!FRSKY X20R/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X20R.rar!FRSKY X20R/pack1_5-6s.iq
FLYSKY X20R,00021,Complex Float,23,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,23.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X20R.rar!FRSKY X20R/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X20R.rar!FRSKY X20R/pack1_6-7s.iq
FLYSKY X9DP2019,00019,Complex Float,40,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,40.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X9DP2019.rar!FRSKY X9DP2019/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X9DP2019.rar!FRSKY X9DP2019/pack1_0-1s.iq
FLYSKY X9DP2019,00019,Complex Float,40,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,40.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X9DP2019.rar!FRSKY X9DP2019/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X9DP2019.rar!FRSKY X9DP2019/pack1_1-2s.iq
FLYSKY X9DP2019,00019,Complex Float,40,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,40.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X9DP2019.rar!FRSKY X9DP2019/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X9DP2019.rar!FRSKY X9DP2019/pack1_2-3s.iq
FLYSKY X9DP2019,00019,Complex Float,40,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,40.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X9DP2019.rar!FRSKY X9DP2019/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X9DP2019.rar!FRSKY X9DP2019/pack1_3-4s.iq
FLYSKY X9DP2019,00019,Complex Float,40,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,40.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X9DP2019.rar!FRSKY X9DP2019/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X9DP2019.rar!FRSKY X9DP2019/pack1_4-5s.iq
FLYSKY X9DP2019,00019,Complex Float,40,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,40.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X9DP2019.rar!FRSKY X9DP2019/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FRSKY X9DP2019.rar!FRSKY X9DP2019/pack1_5-6s.iq
FUTABA T10J,00022,Complex Float,18,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,18.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T10J.rar!FUTABA T10J/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T10J.rar!FUTABA T10J/pack1_0-1s.iq
FUTABA T10J,00022,Complex Float,18,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,18.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T10J.rar!FUTABA T10J/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T10J.rar!FUTABA T10J/pack1_1-2s.iq
FUTABA T10J,00022,Complex Float,18,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,18.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T10J.rar!FUTABA T10J/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T10J.rar!FUTABA T10J/pack1_2-3s.iq
FUTABA T10J,00022,Complex Float,18,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,18.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T10J.rar!FUTABA T10J/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T10J.rar!FUTABA T10J/pack1_3-4s.iq
FUTABA T10J,00022,Complex Float,18,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,18.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T10J.rar!FUTABA T10J/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T10J.rar!FUTABA T10J/pack1_4-5s.iq
FUTABA T10J,00022,Complex Float,18,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,18.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T10J.rar!FUTABA T10J/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T10J.rar!FUTABA T10J/pack1_5-6s.iq
FUTABA T10J,00022,Complex Float,18,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,18.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T10J.rar!FUTABA T10J/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T10J.rar!FUTABA T10J/pack1_6-7s.iq
FUTABA T14SG,00023,Complex Float,24,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,24.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T14SG.rar!FUTABA T14SG/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T14SG.rar!FUTABA T14SG/pack1_0-1s.iq
FUTABA T14SG,00023,Complex Float,24,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,24.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T14SG.rar!FUTABA T14SG/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T14SG.rar!FUTABA T14SG/pack1_1-2s.iq
FUTABA T14SG,00023,Complex Float,24,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,24.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T14SG.rar!FUTABA T14SG/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T14SG.rar!FUTABA T14SG/pack1_2-3s.iq
FUTABA T14SG,00023,Complex Float,24,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,24.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T14SG.rar!FUTABA T14SG/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T14SG.rar!FUTABA T14SG/pack1_3-4s.iq
FUTABA T14SG,00024,Complex Float,25,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,25.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T14SG.rar!FUTABA T14SG/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T14SG.rar!FUTABA T14SG/pack2_0-1s.iq
FUTABA T14SG,00024,Complex Float,25,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,25.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T14SG.rar!FUTABA T14SG/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T14SG.rar!FUTABA T14SG/pack2_1-2s.iq
FUTABA T14SG,00024,Complex Float,25,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,25.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T14SG.rar!FUTABA T14SG/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T14SG.rar!FUTABA T14SG/pack2_2-3s.iq
FUTABA T14SG,00024,Complex Float,25,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,25.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T14SG.rar!FUTABA T14SG/pack2.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T14SG.rar!FUTABA T14SG/pack2_3-4s.iq
FUTABA T16IZ,00025,Complex Float,38,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,38.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T16IZ.rar!FUTABA T16IZ/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T16IZ.rar!FUTABA T16IZ/pack1_0-1s.iq
FUTABA T16IZ,00025,Complex Float,38,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,38.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T16IZ.rar!FUTABA T16IZ/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T16IZ.rar!FUTABA T16IZ/pack1_1-2s.iq
FUTABA T16IZ,00025,Complex Float,38,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,38.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T16IZ.rar!FUTABA T16IZ/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T16IZ.rar!FUTABA T16IZ/pack1_2-3s.iq
FUTABA T16IZ,00025,Complex Float,38,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,38.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T16IZ.rar!FUTABA T16IZ/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T16IZ.rar!FUTABA T16IZ/pack1_3-4s.iq
FUTABA T16IZ,00025,Complex Float,38,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,38.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T16IZ.rar!FUTABA T16IZ/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T16IZ.rar!FUTABA T16IZ/pack1_4-5s.iq
FUTABA T16IZ,00025,Complex Float,38,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,38.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T16IZ.rar!FUTABA T16IZ/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T16IZ.rar!FUTABA T16IZ/pack1_5-6s.iq
FUTABA T16IZ,00025,Complex Float,38,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,38.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T16IZ.rar!FUTABA T16IZ/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T16IZ.rar!FUTABA T16IZ/pack1_6-7s.iq
FUTABA T18SZ,00026,Complex Float,38,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,38.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T18SZ.rar!FUTABA T18SZ/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T18SZ.rar!FUTABA T18SZ/pack1_0-1s.iq
FUTABA T18SZ,00026,Complex Float,38,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,38.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T18SZ.rar!FUTABA T18SZ/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T18SZ.rar!FUTABA T18SZ/pack1_1-2s.iq
FUTABA T18SZ,00026,Complex Float,38,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,38.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T18SZ.rar!FUTABA T18SZ/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T18SZ.rar!FUTABA T18SZ/pack1_2-3s.iq
FUTABA T18SZ,00026,Complex Float,38,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,38.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T18SZ.rar!FUTABA T18SZ/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T18SZ.rar!FUTABA T18SZ/pack1_3-4s.iq
FUTABA T18SZ,00026,Complex Float,38,2440000000.000,100000000,100000000,60,2440000000.0,2440.0,100000000.0,100000000.0,38.0,60.0,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T18SZ.rar!FUTABA T18SZ/pack1.xml,/scratch/rameyjm7/datasets/RFUAV/archives/FUTABA T18SZ.rar!FUTABA T18SZ/pack1_4-5s.iq
